industry,rank,ticker,1w,1m,3m,6m
Internet Content & Information,14,SOGP,2.9,-6.47,8.03,-12.18
Internet Content & Information,15,JOYY,2.06,9.41,21.95,38.13
Internet Content & Information,16,BIDU,1.39,-2.6,-16.73,-20.22
Internet Content & Information,17,DOYU,1.3,9.88,3.09,3.09
Internet Content & Information,18,ZDGE,1.0,4.84,0.0,-0.98
Internet Content & Information,19,WB,0.92,-6.29,-10.01,-24.68
Internet Content & Information,20,ONFO,0.8,-38.72,-93.99,-97.49
Packaging & Containers,1,ORBS,27.1,26.19,35.9,-11.67
Packaging & Containers,2,PACK,8.85,-16.9,-45.29,16.76
Packaging & Containers,3,KRT,6.96,9.34,73.03,88.32
Packaging & Containers,4,IP,4.82,-13.01,-6.79,-1.22
Packaging & Containers,5,SON,4.59,-11.93,-5.44,-3.62
Packaging & Containers,6,SW,4.28,-4.52,-0.15,16.63
Packaging & Containers,7,PKG,4.12,-3.17,1.32,12.87
Packaging & Containers,8,MYE,3.44,-4.79,7.1,50.14
Packaging & Containers,9,AMCR,1.98,-10.67,2.61,9.38
Packaging & Containers,10,GEF,1.7,-1.95,16.0,27.26
Packaging & Containers,11,YHGJ,1.5,-11.81,-11.22,-3.59
Packaging & Containers,12,TRS,0.33,-0.94,-10.09,7.07
Packaging & Containers,13,AVY,0.22,-6.0,5.83,4.06
Packaging & Containers,14,GPK,0.0,-15.63,-10.31,7.57
Packaging & Containers,15,MGIH,-0.32,-3.96,5.0,11.7
Packaging & Containers,16,OI,-1.3,-16.28,-36.57,-42.79
Packaging & Containers,17,CCK,-2.18,-8.38,0.71,8.06
Packaging & Containers,18,REYN,-2.18,-13.25,-14.73,4.38
Packaging & Containers,19,SLGN,-3.66,-12.59,-16.83,-4.65
Packaging & Containers,20,BALL,-3.98,-8.69,-3.54,-0.51
Medical Instruments & Supplies,1,CUPR,17.5,-31.14,-67.25,-28.4
Medical Instruments & Supplies,2,RGNT,16.67,-2.78,-50.0,-28.08
Medical Instruments & Supplies,3,OSUR,14.66,4.45,-8.06,30.39
Medical Instruments & Supplies,4,POCI,14.03,7.22,-7.49,11.1
Medical Instruments & Supplies,5,BNGO,12.58,39.34,50.44,44.07
Medical Instruments & Supplies,6,EMBC,8.77,11.82,80.0,-38.07
Medical Instruments & Supplies,7,NNNN,8.6,-23.29,-60.26,-73.87
Medical Instruments & Supplies,8,NXGL,8.06,-29.42,-50.34,-60.67
Medical Instruments & Supplies,9,LUCY,7.15,-17.68,20.52,-18.41
Medical Instruments & Supplies,10,RGEN,6.72,1.6,33.33,58.67
Medical Instruments & Supplies,11,KMTS,5.94,-5.2,15.53,23.24
Medical Instruments & Supplies,12,ICUI,4.95,-10.53,14.25,26.21
Medical Instruments & Supplies,13,ATRC,4.93,21.66,112.0,102.48
Medical Instruments & Supplies,14,PLSE,4.78,5.8,103.05,144.15
Medical Instruments & Supplies,15,BLFS,4.51,1.48,47.59,91.57
Medical Instruments & Supplies,16,ISRG,4.19,6.62,-0.88,-15.6
Medical Instruments & Supplies,17,ZJYL,4.06,-32.57,-16.67,5.67
Medical Instruments & Supplies,18,MLSS,4.0,-12.05,34.24,41.64
Medical Instruments & Supplies,19,MDLN,3.97,-1.15,-4.85,-18.39
Medical Instruments & Supplies,20,WST,3.83,6.38,10.42,53.25
Airports & Air Services,1,UP,21.2,-24.46,-44.81,-62.56
Airports & Air Services,2,OMAB,4.25,-1.56,-5.9,-10.14
Airports & Air Services,3,PAC,2.83,0.97,-15.54,-13.64
Airports & Air Services,4,JOBY,2.8,-13.07,-32.65,-30.48
Airports & Air Services,5,ASLE,1.48,-2.32,-16.08,-12.46
Airports & Air Services,6,CAAP,0.81,-0.5,-9.01,-5.98
Airports & Air Services,7,SOAR,-3.47,14.63,15.86,-32.97
Airports & Air Services,8,ASR,-3.54,-8.07,-20.78,-26.67
Specialty Retail,1,ARHS,25.28,-2.38,15.2,38.13
Specialty Retail,2,SPWH,12.73,8.77,0.0,-8.82
Specialty Retail,3,NAAS,10.5,4.27,10.68,41.91
Specialty Retail,4,GME,10.1,34.15,12.87,6.09
Specialty Retail,5,BNED,7.07,-9.67,0.27,22.92
Specialty Retail,6,DKS,7.04,-26.19,-44.14,-31.69
Specialty Retail,7,GRWG,6.62,-6.94,20.15,42.48
Specialty Retail,8,ABLV,5.41,13.06,-11.83,52.76
Specialty Retail,9,SBH,4.62,0.24,16.97,21.29
Specialty Retail,10,WSM,4.41,-4.18,-3.32,25.81
Specialty Retail,11,ONEW,4.3,-17.3,-12.11,7.46
Specialty Retail,12,FLWS,3.87,-27.32,-22.31,-9.62
Specialty Retail,13,CHPT,3.59,55.91,65.41,74.48
Specialty Retail,14,PTLE,3.3,-7.1,37.14,0.56
Specialty Retail,15,ULTA,2.51,0.94,13.55,5.55
Specialty Retail,16,MNSO,2.39,-19.17,-20.88,-45.34
Specialty Retail,17,BWMX,2.36,2.29,-6.41,-3.11
Specialty Retail,18,CGTL,2.16,-19.06,-39.19,-79.84
Specialty Retail,19,BQ,1.92,-9.53,-0.73,-9.88
Specialty Retail,20,BBWI,1.73,-11.22,-21.96,-5.76
Residential Construction,1,LEGH,4.78,0.77,14.25,49.25
Residential Construction,2,LEN,4.03,-7.53,-12.3,-11.76
Residential Construction,3,TOL,1.98,-8.26,-16.0,-0.87
Residential Construction,4,IBP,1.64,-17.19,-9.18,-24.28
Residential Construction,5,GRBK,1.42,-7.64,-16.22,6.29
Residential Construction,6,DHI,1.34,-5.91,-15.82,1.33
Residential Construction,7,PHM,0.99,-8.41,-12.53,0.53
Residential Construction,8,NVR,0.89,-2.44,-7.73,-3.97
Residential Construction,9,CVCO,0.87,-6.99,-11.41,14.01
Residential Construction,10,SKY,0.67,-6.63,-3.14,14.36
Residential Construction,11,BZH,0.0,0.72,20.48,72.44
Residential Construction,12,BXBL,0.0,-2.21,-60.4,-60.59
Residential Construction,13,MTH,-0.16,-11.94,-22.49,4.77
Residential Construction,14,HOV,-0.74,-8.58,-18.79,4.54
Residential Construction,15,LGIH,-0.88,-16.57,-20.9,30.12
Residential Construction,16,SPHL,-1.03,-10.27,-19.65,-18.23
Residential Construction,17,MHO,-1.93,-9.39,-13.26,12.1
Residential Construction,18,KBH,-3.12,-15.26,-23.35,-10.94
Residential Construction,19,DFH,-3.16,-21.21,-30.48,-17.4
Textile Manufacturing,1,SMJF,60.0,-85.78,-69.23,-45.21
Textile Manufacturing,2,UFI,1.51,-12.29,43.68,79.89
Textile Manufacturing,3,AIN,0.95,4.17,-15.55,16.84
Textile Manufacturing,4,CULP,0.28,3.77,15.48,27.86
Textile Manufacturing,5,PASW,-4.93,-5.63,-22.51,-13.92
Trucking,1,RXO,4.19,-6.58,-21.42,42.82
Trucking,2,XPO,3.16,-6.29,-8.59,-3.44
Trucking,3,KNX,2.11,-2.82,-9.86,22.11
Trucking,4,ODFL,1.93,-11.79,-18.86,-3.95
Trucking,5,ARCB,0.85,-2.51,-9.71,38.56
Trucking,6,SAIA,0.09,-1.63,-19.74,4.11
Trucking,7,CVLG,-0.7,-1.36,-20.25,28.34
Trucking,8,TFII,-0.9,-8.0,-12.73,19.29
Trucking,9,SNDR,-1.62,-7.52,-7.86,27.5
Trucking,10,HTLD,-1.68,-6.63,-19.95,14.62
Trucking,11,MRTN,-3.73,-10.22,-21.79,2.41
Trucking,12,WERN,-3.99,-8.65,-16.05,19.19
Trucking,13,PAMT,-6.15,6.23,-23.49,40.5
Trucking,14,TOPP,-11.19,-25.26,-88.46,-80.41
Trucking,15,ULH,-13.75,-13.1,7.4,-17.05
Trucking,16,ETS,-22.82,59.43,122.01,140.18
Consumer Electronics,1,KOSS,17.56,12.86,-1.5,-0.5
Consumer Electronics,2,BOXL,17.1,-9.87,1.02,-20.23
Consumer Electronics,3,VUZI,10.89,2.52,1.42,16.8
Consumer Electronics,4,SONO,9.62,10.97,21.54,26.85
Consumer Electronics,5,AXIL,8.91,-3.21,4.31,-11.79
Consumer Electronics,6,WLDS,7.19,-27.75,-13.23,-60.39
Consumer Electronics,7,FOXX,5.11,-20.32,-16.84,-41.33
Consumer Electronics,8,GPRO,3.15,118.33,84.51,101.01
Consumer Electronics,9,UEIC,2.33,19.27,30.21,23.25
Consumer Electronics,10,TBCH,1.51,1.43,6.33,8.22
Consumer Electronics,11,AAPL,1.39,8.6,14.99,33.93
Consumer Electronics,12,GMEX,0.31,-60.05,-92.44,-99.34
Consumer Electronics,13,ZEPP,-0.47,-15.03,-4.72,-71.33
Consumer Electronics,14,LPL,-0.68,-10.64,-26.32,-27.94
Consumer Electronics,15,FXHO,-2.14,10.71,85.14,-59.71
Consumer Electronics,16,SONY,-2.23,-4.37,15.94,12.79
Consumer Electronics,17,MSN,-4.13,-3.12,30.42,20.48
Consumer Electronics,18,RIME,-4.51,-42.78,-70.15,-85.57
Consumer Electronics,19,FEBO,-8.92,-6.9,-24.27,-45.5
Paper & Paper Products,1,SLVM,1.83,-0.73,-7.99,-6.48
Paper & Paper Products,2,CLW,1.23,0.56,27.11,50.04
Paper & Paper Products,3,SUZ,1.21,1.54,13.56,-4.86
Paper & Paper Products,4,ITP,-0.61,-9.33,-15.82,-9.53
Paper & Paper Products,5,MERC,-13.25,-19.53,-55.64,-75.18
REIT - Hotel & Motel,1,IHT,8.33,-3.38,-19.21,40.2
REIT - Hotel & Motel,2,APLE,2.59,-4.58,-4.87,34.61
REIT - Hotel & Motel,3,PEB,2.13,-0.55,-2.15,45.76
REIT - Hotel & Motel,4,CLDT,1.87,-5.15,0.15,66.62
REIT - Hotel & Motel,5,HST,1.79,-4.48,-7.21,20.24
REIT - Hotel & Motel,6,XHR,1.6,-9.36,-11.87,20.81
REIT - Hotel & Motel,7,PK,1.28,-4.98,5.09,44.76
REIT - Hotel & Motel,8,RLJ,0.74,-5.38,-3.62,43.18
REIT - Hotel & Motel,9,RHP,0.68,-7.92,-6.96,34.05
REIT - Hotel & Motel,10,SHO,0.27,-2.48,-5.24,21.34
REIT - Hotel & Motel,11,DRH,-0.24,-3.92,0.41,29.66
REIT - Hotel & Motel,12,INN,-0.35,-7.65,-15.5,31.55
REIT - Hotel & Motel,13,SVC,-1.06,-18.23,-25.57,-25.57
REIT - Hotel & Motel,14,BHR,-2.22,-14.15,-12.87,-24.14
REIT - Hotel & Motel,15,AHT,-12.63,-23.12,-20.5,-12.33
Communication Equipment,1,WATT,18.54,11.9,-43.69,-28.33
Communication Equipment,2,LTRX,18.08,11.5,12.87,7.38
Communication Equipment,3,SYNX,17.35,-5.08,-12.31,-12.96
Communication Equipment,4,SILC,14.36,16.18,24.63,144.12
Communication Equipment,5,HPE,9.97,18.88,27.86,160.79
Communication Equipment,6,ZBRA,8.75,2.12,49.74,78.81
Communication Equipment,7,DGII,7.37,1.87,11.16,51.81
Communication Equipment,8,UTSI,6.85,-0.43,-0.43,-3.31
Communication Equipment,9,CRNT,6.83,6.31,-12.75,-4.78
Communication Equipment,10,VIAV,5.69,-1.41,-26.27,1.36
Communication Equipment,11,NOK,4.83,6.73,-23.03,28.85
Communication Equipment,12,CIEN,4.53,-4.31,-23.21,-17.11
Communication Equipment,13,AAOI,4.47,-6.1,-31.24,-11.27
Communication Equipment,14,BKTI,4.05,-1.35,-8.4,-6.56
Communication Equipment,15,AUDC,3.86,7.74,13.65,21.8
Communication Equipment,16,VSAT,3.85,1.94,18.4,53.18
Communication Equipment,17,CLFD,3.26,14.1,-15.94,5.36
Communication Equipment,18,OCC,2.98,7.44,-24.76,61.46
Communication Equipment,19,ONDS,2.78,-10.19,-3.65,-30.71
Communication Equipment,20,NUR,2.78,-48.37,-69.59,-61.99
Pollution & Treatment Controls,1,RAIN,50.86,8.88,-49.53,-63.8
Pollution & Treatment Controls,2,BCHT,8.12,35.16,-11.73,-17.22
Pollution & Treatment Controls,3,CECO,8.02,5.17,-21.4,20.87
Pollution & Treatment Controls,4,CDZI,7.3,1.33,-4.74,-20.75
Pollution & Treatment Controls,5,ZONE,4.32,-4.61,-81.88,-65.67
Pollution & Treatment Controls,6,ADUR,3.34,-16.8,-9.75,18.28
Pollution & Treatment Controls,7,ZWS,1.94,-4.26,-6.81,2.88
Pollution & Treatment Controls,8,CLIR,0.57,-26.86,0.57,0.28
Pollution & Treatment Controls,9,VLTO,0.14,-3.51,11.08,10.38
Pollution & Treatment Controls,10,CLWT,-1.63,-7.1,-8.79,28.63
Pollution & Treatment Controls,11,ARQ,-3.09,-7.69,-13.19,-12.45
Pollution & Treatment Controls,12,LIQT,-3.48,15.03,-18.78,-54.59
Pollution & Treatment Controls,13,SCWO,-3.76,30.64,56.63,-6.97
Pollution & Treatment Controls,14,ERII,-4.23,-12.82,-22.46,-33.14
Pollution & Treatment Controls,15,FTEK,-5.71,19.57,-14.51,30.95
Pollution & Treatment Controls,16,PCT,-6.7,-22.09,-35.62,-2.65
Pollution & Treatment Controls,17,TOMZ,-9.77,-17.03,-35.66,-31.73
Rental & Leasing Services,1,CTOS,5.08,-2.66,-16.58,46.76
Rental & Leasing Services,2,GATX,4.54,4.03,3.48,9.66
Rental & Leasing Services,3,VAI,4.37,50.35,46.26,45.27
Rental & Leasing Services,4,EQPT,2.84,-3.62,-18.92,-13.08
Rental & Leasing Services,5,URI,2.56,-4.76,-4.77,38.18
Rental & Leasing Services,6,SUNB,1.98,-3.4,0.76,5.99
Rental & Leasing Services,7,MGRC,1.82,-2.81,-7.02,3.95
Rental & Leasing Services,8,AER,1.79,-1.9,-2.12,6.06
Rental & Leasing Services,9,VSTS,0.73,8.78,2.82,80.83
Rental & Leasing Services,10,R,0.02,-2.83,-8.82,16.19
Rental & Leasing Services,11,MWG,-0.77,2.38,-5.84,-30.27
Rental & Leasing Services,12,WSC,-0.94,-20.55,-37.95,-2.03
Rental & Leasing Services,13,WLFC,-1.38,-1.4,-24.57,-7.81
Rental & Leasing Services,14,LIME,-2.72,-30.68,,
Rental & Leasing Services,15,UHAL,-2.75,-13.39,-3.92,38.26
Rental & Leasing Services,16,UHAL-B,-3.22,-13.83,-3.96,29.53
Rental & Leasing Services,17,HRI,-3.84,-13.15,-4.19,33.8
Rental & Leasing Services,18,HTZ,-7.45,-20.55,-42.0,-58.96
Rental & Leasing Services,19,PRG,-9.61,-17.4,-21.9,12.36
Rental & Leasing Services,20,CAR,-9.65,-28.06,-39.72,-10.06
Internet Retail,1,GLBE,11.67,3.46,21.12,30.09
Internet Retail,2,NEGG,8.74,-20.67,-14.74,-66.33
Internet Retail,3,BZUN,8.7,6.38,4.17,40.85
Internet Retail,4,MI,8.56,-16.9,-78.08,-89.43
Internet Retail,5,MOGU,5.07,2.08,6.77,-17.7
Internet Retail,6,NEXR,4.93,-37.13,-75.92,-95.87
Internet Retail,7,JWEL,4.0,-4.88,-2.54,-6.25
Internet Retail,8,BABA,3.29,-6.47,11.02,-11.7
Internet Retail,9,OCG,2.63,-5.45,-13.81,-17.16
Internet Retail,10,LITB,2.3,6.51,1.3,32.34
Internet Retail,11,AMZN,1.35,-4.88,6.4,20.28
Internet Retail,12,HOUR,1.23,-3.33,-6.95,-8.43
Internet Retail,13,VIPS,0.98,-13.62,-7.69,-20.25
Internet Retail,14,JD,0.97,-6.99,6.59,-1.13
Internet Retail,15,RERE,0.76,-2.69,5.29,-21.19
Internet Retail,16,PDD,0.56,-9.04,4.57,-19.26
Internet Retail,17,RVLV,0.53,-13.52,-9.68,-5.73
Internet Retail,18,ETSY,0.33,-15.32,-5.54,49.01
Internet Retail,19,NXH,0.3,-14.1,-50.0,-28.27
Internet Retail,20,EBAY,-0.07,1.88,-0.33,22.44
Lumber & Wood Production,1,BCC,3.25,-5.45,0.13,5.7
Lumber & Wood Production,2,SSD,1.66,-6.67,-15.28,1.26
Lumber & Wood Production,3,WFG,0.44,6.56,5.33,15.71
Lumber & Wood Production,4,UFPI,-0.28,-8.35,-8.93,-10.26
Lumber & Wood Production,5,JCTC,-1.36,-0.34,40.1,72.62
Lumber & Wood Production,6,NWGL,-9.03,129.72,426.32,77.63
Drug Manufacturers - General,1,MIRA,19.19,8.83,-5.79,-18.31
Drug Manufacturers - General,2,AMGN,7.9,-8.51,15.55,16.55
Drug Manufacturers - General,3,BIIB,5.33,4.31,14.0,23.7
Drug Manufacturers - General,4,NSRX,5.2,-10.57,10.3,46.18
Drug Manufacturers - General,5,NVS,2.89,-9.69,-6.8,-3.97
Drug Manufacturers - General,6,PFE,2.62,0.75,17.22,4.53
Drug Manufacturers - General,7,GILD,2.5,3.16,20.94,9.6
Drug Manufacturers - General,8,MRK,2.19,-1.71,22.79,27.25
Drug Manufacturers - General,9,MDCX,2.05,-38.07,-62.52,-67.4
Drug Manufacturers - General,10,LLY,1.16,-7.69,3.02,27.46
Drug Manufacturers - General,11,ABBV,0.98,0.21,12.85,29.18
Drug Manufacturers - General,12,JNJ,0.71,-1.42,11.69,14.41
Drug Manufacturers - General,13,OGN,0.44,-0.15,1.85,124.71
Drug Manufacturers - General,14,AZN,0.27,-2.03,-10.76,-12.08
Drug Manufacturers - General,15,AMRN,-0.87,-0.87,-16.39,-5.18
Drug Manufacturers - General,16,GSK,-1.15,-4.0,-2.7,-6.12
Drug Manufacturers - General,17,SCLX,-1.35,-9.89,-25.66,23.92
Drug Manufacturers - General,18,SNY,-2.18,-8.82,0.8,-7.71
Drug Manufacturers - General,19,GRFS,-2.77,-9.95,-0.35,-5.33
Drug Manufacturers - General,20,BMY,-3.85,-9.11,11.18,6.55
Department Stores,1,PLBL,10.31,5.64,-23.11,-31.54
Department Stores,2,KSS,3.52,-6.89,-9.89,37.98
Department Stores,3,M,1.97,-4.06,-12.23,21.0
Department Stores,4,DDS,-0.28,0.47,11.03,13.81
Business Equipment & Supplies,1,EHGO,2.56,-28.79,-75.75,-70.44
Business Equipment & Supplies,2,CXT,2.3,-2.77,6.25,12.27
Business Equipment & Supplies,3,ACCO,0.0,1.43,6.78,44.07
Business Equipment & Supplies,4,XRX,-0.29,21.75,10.51,157.04
Business Equipment & Supplies,5,ACTG,-4.85,-4.21,-8.09,-14.29
Solar,1,ZEO,59.7,-0.13,-44.06,-49.13
Solar,2,SMXT,25.77,-29.68,-37.15,-71.35
Solar,3,FTCI,19.25,19.25,-49.0,-46.07
Solar,4,SNSC,18.87,-26.74,,
Solar,5,SPRU,17.79,0.0,-27.55,-53.4
Solar,6,TURB,16.4,-9.57,-29.25,-39.18
Solar,7,PN,13.45,5.81,-23.85,-79.82
Solar,8,SHLS,13.05,13.38,-24.41,12.55
Solar,9,DQ,5.31,-17.46,-10.99,-43.98
Solar,10,NXT,4.84,-3.43,-29.88,-34.48
Solar,11,ASTI,4.68,-3.96,-42.03,-35.9
Solar,12,TOYO,2.36,-0.91,-45.13,-48.39
Solar,13,RUN,0.97,-6.39,-42.09,-34.51
Solar,14,FSLR,0.47,-7.84,-22.7,-0.46
Solar,15,CSIQ,0.0,-20.81,-24.3,-14.48
Solar,16,JKS,-3.6,-38.68,-42.62,-61.17
Solar,17,SEDG,-3.84,10.83,-32.95,-30.04
Solar,18,SPWR,-5.33,5.01,-51.92,-75.81
Solar,19,ENPH,-7.0,-11.05,-30.84,-19.28
Solar,20,ARRY,-8.1,-15.54,-49.8,-46.69
Utilities - Renewable,1,AGIG,14.29,30.61,40.66,-12.93
Utilities - Renewable,2,NRGV,11.59,21.7,12.72,20.05
Utilities - Renewable,3,ELLO,8.87,8.92,14.72,-13.05
Utilities - Renewable,4,FRVO,6.17,5.69,-49.68,
Utilities - Renewable,5,HTOO,4.69,10.95,-16.17,-14.89
Utilities - Renewable,6,ORA,4.29,-9.08,-22.83,-12.75
Utilities - Renewable,7,ENLT,1.29,-6.6,-20.45,-1.47
Utilities - Renewable,8,BESS,0.72,-9.68,-37.78,-6.04
Utilities - Renewable,9,ENIC,0.7,-4.19,-0.46,9.05
Utilities - Renewable,10,CWEN,0.47,-6.69,-18.11,-23.26
Utilities - Renewable,11,PBK,0.19,-40.56,-64.51,-55.61
Utilities - Renewable,12,BEP,-0.03,-10.11,-17.67,-7.09
Utilities - Renewable,13,BEPC,-0.1,-11.13,-22.39,-25.71
Utilities - Renewable,14,RNW,-0.15,0.59,9.79,43.7
Utilities - Renewable,15,SAFX,-1.55,16.04,-0.98,30.3
Utilities - Renewable,16,MWH,-2.08,-9.24,-26.15,-12.21
Utilities - Renewable,17,BRNX,-2.46,-43.06,-52.13,-88.49
Utilities - Renewable,18,XIFR,-3.53,-5.49,-8.65,3.79
Utilities - Renewable,19,WAVE,-5.12,-14.18,-36.25,-16.06
Utilities - Renewable,20,STEM,-14.54,-30.04,-48.72,-61.76
Specialty Chemicals,1,FEAM,50.0,59.04,95.56,76.0
Specialty Chemicals,2,ASPN,15.21,13.37,-0.87,75.31
Specialty Chemicals,3,ESI,10.5,1.4,-23.09,5.07
Specialty Chemicals,4,CNEY,10.02,-7.78,-12.35,51.73
Specialty Chemicals,5,LWLG,9.11,-9.29,-37.19,-28.3
Specialty Chemicals,6,STDN,7.89,7.62,,
Specialty Chemicals,7,BON,5.76,4.82,-1.24,-14.03
Specialty Chemicals,8,NGVT,5.16,4.27,-4.01,3.24
Specialty Chemicals,9,WDFC,5.11,-7.67,-18.33,-7.4
Specialty Chemicals,10,SCL,5.04,4.36,17.84,34.28
Specialty Chemicals,11,OEC,4.52,-0.17,-12.13,9.27
Specialty Chemicals,12,IOSP,3.95,1.97,15.84,42.27
Specialty Chemicals,13,KRO,3.69,-3.21,28.51,36.41
Specialty Chemicals,14,ALB,3.65,-19.81,-23.25,-35.91
Specialty Chemicals,15,KWR,3.16,-2.04,3.38,30.85
Specialty Chemicals,16,EMN,2.66,-8.1,-5.11,-4.5
Specialty Chemicals,17,ODC,2.66,-2.3,-8.98,44.04
Specialty Chemicals,18,DD,2.59,-4.24,-5.04,-3.76
Specialty Chemicals,19,CC,2.22,-4.22,-30.37,-27.64
Specialty Chemicals,20,PPG,2.11,-5.33,-11.39,3.65
Capital Markets,1,NCPL,145.4,306.73,87.45,127.42
Capital Markets,2,USDE,107.58,105.26,27.43,19.72
Capital Markets,3,CD,45.08,24.42,-9.51,8.35
Capital Markets,4,STEX,37.43,9.02,6.56,-49.15
Capital Markets,5,STKE,36.61,18.6,48.54,30.77
Capital Markets,6,GEMI,34.69,34.37,34.69,8.48
Capital Markets,7,FWDI,34.11,40.66,119.92,68.97
Capital Markets,8,MTC,32.31,93.3,148.92,6.96
Capital Markets,9,BTGO,26.37,19.12,60.71,-16.49
Capital Markets,10,AUC,26.01,28.97,36.18,47.64
Capital Markets,11,BTCS,25.2,6.46,54.95,-0.95
Capital Markets,12,PWCM,24.38,-16.67,-71.15,-86.16
Capital Markets,13,LGHL,24.35,-43.16,-91.36,-95.91
Capital Markets,14,SVIA,24.0,87.44,166.89,65.16
Capital Markets,15,BTBT,23.78,17.22,-8.29,14.19
Capital Markets,16,SBET,22.93,18.62,107.84,36.82
Capital Markets,17,ATCH,22.81,-0.71,3.69,-2.29
Capital Markets,18,PURR,21.85,31.02,76.46,163.52
Capital Markets,19,ABTC,21.74,14.7,-10.81,-30.39
Capital Markets,20,RIOT,21.33,23.45,-9.96,72.3
Engineering & Construction,1,KAZR,56.2,34.83,-2.52,-12.01
Engineering & Construction,2,SLND,10.52,-19.83,-16.34,-53.06
Engineering & Construction,3,FBGL,9.46,-7.83,-23.58,-43.95
Engineering & Construction,4,MYRG,7.19,-3.31,-37.21,3.88
Engineering & Construction,5,BLNK,6.62,-3.34,-5.15,0.64
Engineering & Construction,6,OFAL,6.59,-18.87,-71.5,-84.88
Engineering & Construction,7,STRL,6.08,3.09,-40.96,14.76
Engineering & Construction,8,WLDN,3.8,-2.56,0.78,-0.56
Engineering & Construction,9,ECG,3.32,-4.58,-27.68,-4.81
Engineering & Construction,10,PMA,3.17,-3.7,0.0,34.53
Engineering & Construction,11,APG,2.88,-7.12,-9.85,-10.1
Engineering & Construction,12,ZDAI,2.53,-2.99,-27.68,-55.74
Engineering & Construction,13,PWR,2.52,2.94,-9.54,9.76
Engineering & Construction,14,FIX,2.43,1.01,-16.81,11.25
Engineering & Construction,15,VATE,2.4,2.54,-59.21,100.71
Engineering & Construction,16,FGL,1.84,-83.91,-96.9,-99.0
Engineering & Construction,17,EME,1.67,-1.71,-11.26,-1.24
Engineering & Construction,18,ACA,0.94,0.85,1.5,38.22
Engineering & Construction,19,STN,0.38,-4.76,1.77,-19.45
Engineering & Construction,20,FER,0.29,-11.89,-20.49,-12.09
Pharmaceutical Retailers,1,HITI,1.12,10.57,23.08,20.35
Pharmaceutical Retailers,2,POM,-0.07,-17.12,-39.84,-86.53
Pharmaceutical Retailers,3,PETS,-3.13,-11.43,-13.41,-32.02
Pharmaceutical Retailers,4,RDGT,-8.41,17.1,-43.59,-95.36
Pharmaceutical Retailers,5,SCNX,-12.48,-33.03,-21.34,-37.04
Health Information Services,1,BFRG,121.7,68.98,47.52,68.95
Health Information Services,2,HCTI,32.04,7.87,-52.05,-65.23
Health Information Services,3,ZCMD,27.53,6.09,-19.72,-99.41
Health Information Services,4,SDGR,22.15,55.73,90.67,152.64
Health Information Services,5,ACON,15.29,10.53,7.3,-14.78
Health Information Services,6,TEM,9.46,15.75,47.46,56.85
Health Information Services,7,ONMD,6.35,10.91,3.72,-20.77
Health Information Services,8,CERT,6.27,8.54,59.12,38.24
Health Information Services,9,OMDA,4.71,-14.08,11.24,54.4
Health Information Services,10,DH,4.66,40.1,32.89,-9.01
Health Information Services,11,DOCS,2.43,5.02,27.56,9.16
Health Information Services,12,VEEV,2.21,8.97,67.8,51.16
Health Information Services,13,OMCL,1.73,-4.82,-16.46,-4.27
Health Information Services,14,SOPH,1.32,-4.38,46.38,62.58
Health Information Services,15,SY,1.07,20.85,102.86,-2.41
Health Information Services,16,OPRX,0.93,-0.65,60.34,12.09
Health Information Services,17,WEAV,0.55,0.96,35.54,65.77
Health Information Services,18,SLP,-0.05,0.11,1.38,59.2
Health Information Services,19,HCAT,-0.58,8.18,0.0,57.08
Health Information Services,20,DRIO,-0.59,-6.52,11.22,-13.14
Gold,1,VGZ,26.27,13.69,42.71,41.24
Gold,2,THM,19.57,1.81,48.68,35.1
Gold,3,DC,16.9,7.44,62.35,45.93
Gold,4,TRX,11.76,9.92,69.0,0.76
Gold,5,CNL,7.74,-17.98,5.84,-6.63
Gold,6,IDR,7.21,-6.83,-5.18,5.7
Gold,7,AAUC,6.88,-4.15,-2.74,-28.13
Gold,8,SA,6.7,-5.54,26.06,28.6
Gold,9,PZG,6.25,-12.26,25.93,-17.07
Gold,10,IAUX,6.06,-8.85,25.9,29.63
Gold,11,HYMC,6.03,-17.4,-2.03,-36.0
Gold,12,EGO,5.6,-7.61,44.05,29.11
Gold,13,GORO,4.89,3.4,-20.65,0.83
Gold,14,USAU,4.26,-2.86,8.53,9.52
Gold,15,BTG,4.09,-6.47,37.53,29.85
Gold,16,EQX,4.06,-12.43,28.6,-4.21
Gold,17,NFGC,4.05,-5.26,22.45,-1.1
Gold,18,NG,3.86,-22.35,17.1,-10.15
Gold,19,ARIS,3.62,-9.23,28.42,12.91
Gold,20,CGAU,3.15,-3.71,45.68,38.03
Uranium,1,EU,39.29,-1.61,-12.23,-34.05
Uranium,2,LEU,8.85,-14.58,-11.58,-22.74
Uranium,3,NXE,2.67,-11.89,-4.37,-17.2
Uranium,4,AEC,2.23,-16.59,-12.83,-34.93
Uranium,5,UROY,0.68,1.14,58.99,29.62
Uranium,6,NUCL,0.65,-12.02,-37.42,-10.25
Uranium,7,DNN,0.0,-20.34,-11.04,-19.66
Uranium,8,CCJ,-0.11,-11.22,-14.85,-15.96
Uranium,9,UUUU,-1.11,-22.04,-22.82,-35.77
Uranium,10,UEC,-1.29,-20.46,-8.72,-24.56
